ticker,shortName,sector,marketCap,previousClose,open,dayHigh,dayLow,volume,averageVolume,beta,trailingPE,forwardPE,priceToBook,fiftyTwoWeekHigh,fiftyTwoWeekLow,dividendYield,returnOnEquity
LNT,Alliant Energy Corporation,Utilities,16396395520,64.94,64.83,64.83,63.8,1133639,2043067,0.56,22.010345,19.76161,2.3115923,66.54,54.98,3.13,0.10712
ALL,Allstate Corporation (The),Financial Services,50845057024,195.7,195.12,195.7299,191.56,1583516,1533203,0.325,13.114754,10.089333,2.5371654,213.18,168.36,2.04,0.19723
GOOGL,Alphabet Inc.,Communication Services,2333934878720,193.18,193.66,194.05,190.85,38039414,41963175,1.005,20.509052,21.493303,6.422973,207.05,140.53,0.43,0.34829
GOOG,Alphabet Inc.,Communication Services,2333244653568,194.08,194.455,194.82,191.855,25471732,28049624,1.005,20.642475,21.611174,6.450989,208.7,142.66,0.43,0.34829
MO,"Altria Group, Inc.",Consumer Defensive,100797579264,59.84,59.745,59.75,58.6,6219670,8577672,0.624,10.037607,10.975701,-28.203651,61.26,47.57,6.82,
AMZN,"Amazon.com, Inc.",Consumer Cyclical,2471391657984,231.44,233.45,234.29,232.25,26197830,41770809,1.337,37.97553,37.85203,8.077376,242.52,151.61,,0.2524
AMCR,Amcor plc,Consumer Cyclical,22065604608,9.74,9.74,9.7399,9.6,14444101,30303967,0.727,17.196428,12.189874,3.6121533,11.48,8.37,5.24,0.20796
AEE,Ameren Corporation,Utilities,26655731712,100.1,99.92,99.96,98.04,1598475,1665214,0.495,21.800442,19.98374,2.1749806,104.1,77.99,2.84,0.10159001
AEP,American Electric Power Company,Utilities,57666351104,109.79,109.12,109.58,107.74,3049481,2905691,0.404,20.83977,18.327675,2.1099644,110.51,89.91,3.39,0.10421
AXP,American Express Company,Financial Services,216843993088,311.61,311.6,313.45,309.3091,1351569,2739637,1.258,21.883099,20.551586,6.6935205,329.14,220.43,1.05,0.32808
AIG,"American International Group, I",Financial Services,45662625792,80.1,79.96,80.23,78.78,3842183,4098395,0.648,19.324392,11.80775,1.1098815,88.07,69.0,2.25,0.057439998
AMT,American Tower Corporation (REI,Real Estate,104961220608,229.87,227.72,229.07,223.345,2175445,2239934,0.828,36.279938,33.02062,29.692757,243.56,172.51,2.96,0.28421
AWK,"American Water Works Company, I",Utilities,27050115072,140.32,139.55,140.54,137.85,790351,1221006,0.682,25.26594,24.33509,2.5678954,155.5,118.74,2.36,0.10428
AMP,"Ameriprise Financial, Inc.",Financial Services,48941682688,521.06,521.17,530.14,517.3,456085,455539,1.221,17.610394,13.420917,8.0469675,582.05,385.74,1.23,0.58239
AME,"AMETEK, Inc.",Industrials,41290399744,180.09,180.64,180.885,178.61,1114014,1314468,1.097,29.270048,24.498629,4.1414447,198.33,145.02,0.69,0.14964
AMGN,Amgen Inc.,Healthcare,162005434368,306.58,305.815,306.0,300.1,1947922,2657378,0.48,27.439892,14.576198,26.099274,340.89,253.3,3.11,1.0567299
APH,Amphenol Corporation,Technology,129064312832,105.02,105.91,107.145,105.04,6986510,8440757,1.139,42.50996,49.398144,11.256461,108.85,54.77,0.63,0.31049
ADI,"Analog Devices, Inc.",Technology,114519154688,227.82,228.91,231.04,228.86,3135274,3780070,1.018,62.539295,30.606102,3.270967,247.73,158.65,1.74,0.05213
AON,Aon plc,Financial Services,79716409344,372.89,371.3,373.5468,367.565,1170521,1292688,0.839,31.126476,21.228292,10.152637,412.97,322.21,0.8,0.37410998
APA,APA Corporation,Energy,7061736448,19.1,19.4,19.695,19.325,6233543,7468749,1.25,7.014337,7.1163635,1.3011968,33.41,13.58,5.24,0.26176
APO,"Apollo Global Management, Inc. ",Financial Services,84981161984,151.13,151.43,151.8699,148.23,2715518,2996203,1.572,25.951134,17.535378,5.1166472,189.49,95.11,1.35,0.18686001
AAPL,Apple Inc.,Technology,3197008084992,213.88,214.7,214.845,213.06,36504158,53289768,1.199,33.34112,25.758121,47.875195,260.1,169.21,0.49,1.38015
AMAT,"Applied Materials, Inc.",Technology,152691294208,185.69,189.06,190.5,188.625,4862224,6922572,1.688,22.570581,19.635708,8.053075,215.7,123.74,0.99,0.36372003
APTV,Aptiv PLC,Consumer Cyclical,15439245312,70.91,70.72,70.98,69.69,1591258,2276996,1.462,11.587065,10.010029,1.7448308,80.95,47.19,,0.15237
ACGL,Arch Capital Group Ltd.,Financial Services,33311928320,88.89,88.58,88.76,86.47,2260365,1972922,0.491,9.114858,9.568584,1.5620204,116.47,82.49,,0.18415001
ADM,Archer-Daniels-Midland Company,Consumer Defensive,26309439488,55.35,54.93,54.9753,54.31,1371159,3508363,0.673,19.28169,10.800788,1.1883422,63.14,40.98,3.69,0.05888
ANET,"Arista Networks, Inc.",Technology,147633405952,114.28,115.0,117.87,114.83,9412407,9602478,1.404,49.59916,12.081193,14.597044,133.575,59.43,,0.33681
AJG,Arthur J. Gallagher & Co.,Financial Services,79151095808,315.14,315.0,315.0,308.29,982882,1293696,0.713,47.6302,27.404255,3.5468252,351.23,274.25,0.83,0.092980005
AIZ,"Assurant, Inc.",Financial Services,9372320768,186.28,185.66,186.195,184.325,193639,540572,0.585,14.418878,10.31529,1.7946951,230.55,164.63,1.72,0.13204001
T,AT&T Inc.,Communication Services,197350752256,28.0,27.93,27.92,27.535,24948663,32527736,0.609,15.771429,12.321428,1.8775511,29.19,18.64,3.96,0.11529
ATO,Atmos Energy Corporation,Utilities,24568905728,156.84,156.4,156.585,154.23,470448,922626,0.692,21.573221,21.663864,1.8700583,167.45,126.01,2.22,0.09186
ADSK,"Autodesk, Inc.",Technology,65139830784,303.28,304.58,306.11,303.22,714328,1600113,1.444,65.197,33.166664,24.897375,326.62,223.03,,0.42361
ADP,"Automatic Data Processing, Inc.",Technology,124573720576,308.63,308.6,309.19,306.31,1184606,1563747,0.77,31.379349,28.232752,21.295538,329.93,255.97,2.0,0.76289004
AZO,"AutoZone, Inc.",Consumer Cyclical,63511515136,3820.91,3802.9,3822.0,3780.77,63415,134336,0.389,25.741135,21.779257,-15.975628,3916.81,2898.57,,
AVB,"AvalonBay Communities, Inc.",Real Estate,28298487808,201.75,201.35,202.24,198.65,586754,839967,0.856,24.691925,35.879063,2.3718438,239.29,180.4,3.47,0.096920006
AVY,Avery Dennison Corporation,Consumer Cyclical,13630697472,177.79,176.9,176.9887,174.07,320936,689670,0.874,19.525196,16.574144,6.2012305,224.38,157.0,2.11,0.3168
AXON,"Axon Enterprise, Inc.",Industrials,57320763392,735.01,740.0,745.75,722.07,594333,617500,1.288,178.71117,118.756454,22.426668,830.21,279.02,,0.15166001
BKR,Baker Hughes Company,Energy,45892665344,46.05,46.22,46.715,46.1833,5752053,7805770,0.894,15.212419,18.11284,2.5921595,49.4,32.25,2.0,0.18363
BALL,Ball Corporation,Consumer Cyclical,16278887424,59.01,58.7,59.06,58.32,1466849,2506740,1.085,33.340908,16.62323,2.9811015,68.12,43.51,1.36,0.08219
BAC,Bank of America Corporation,Financial Services,358671089664,48.45,48.45,48.54,48.0801,20581227,40123316,1.31,14.143695,13.177595,1.2990546,49.31,33.07,2.31,0.0946
BAX,Baxter International Inc.,Healthcare,14635751424,29.22,29.04,29.35,28.48,5776141,4110255,0.609,,9.902778,2.066517,40.49,26.25,2.33,-0.03506
BDX,"Becton, Dickinson and Company",Healthcare,52431888384,185.32,184.89,185.4399,182.82,1850210,3283478,0.277,35.52233,11.630007,2.0772586,251.99,163.33,2.24,0.058870003
BRK-B,Berkshire Hathaway Inc. New,Financial Services,1044364132352,484.07,484.35,486.8963,481.1001,2878384,4850372,0.818,12.903831,23.989044,0.0010588825,542.07,406.11,,0.13187
BBY,"Best Buy Co., Inc.",Consumer Cyclical,14327214080,67.44,67.71,68.975,67.32,1895427,3630803,1.261,16.534147,9.910819,5.184307,103.71,54.99,5.63,0.30214
TECH,Bio-Techne Corp,Healthcare,9178707968,58.78,58.67,60.055,58.355,2895635,2349516,1.384,70.54217,26.735159,4.5482793,83.62,46.01,0.54,0.0653
BIIB,Biogen Inc.,Healthcare,18943139840,131.52,133.04,131.85,128.4285,1045383,1449498,0.141,12.787339,7.759904,1.1154828,219.44,110.04,,0.09191
BLK,"BlackRock, Inc.",Financial Services,173038534656,1123.28,1124.0,1125.69,1115.0906,236989,642716,1.424,27.039669,22.766191,3.607442,1130.66,773.74,1.86,0.14134
BX,Blackstone Inc.,Financial Services,219088896000,178.1,178.05,178.75,175.9,2034561,3763027,1.64,48.08152,30.349915,16.578281,200.96,115.66,2.39,0.2882
XYZ,"Block, Inc.",Technology,49656659968,80.74,81.2,82.16,80.365,7920302,12508827,2.742,19.603405,21.089966,2.31503,99.26,44.27,,0.12793
BK,The Bank of New York Mellon Cor,Financial Services,70968401920,100.92,100.92,100.97,100.2,2331118,4254037,1.066,15.386849,15.410413,1.8376552,101.16,60.93,2.1,0.116809994
BA,Boeing Company (The),Industrials,178254561280,233.06,233.24,236.62,232.91,7036569,8162032,1.404,,503.0,-53.474327,236.63,128.88,,
BKNG,Booking Holdings Inc. Common St,Consumer Cyclical,184788221952,5632.27,5638.81,5685.0,5583.125,223373,204295,1.406,35.377213,27.060995,-30.381294,5839.41,3180.0,0.68,
BSX,Boston Scientific Corporation,Healthcare,156584984576,106.14,106.33,107.38,105.56,5638614,7478177,0.681,63.0,37.935482,7.0484815,108.94,71.88,,
BMY,Bristol-Myers Squibb Company,Healthcare,98559016960,48.43,48.44,48.415,47.34,5981162,13979921,0.371,18.064638,6.7581787,5.5599766,63.33,44.0,5.12,0.31986
AVGO,Broadcom Inc.,Technology,1384231206912,290.18,288.07,295.43,290.59,13263605,21002213,1.138,107.80219,47.69854,4.9695206,295.45,128.5,0.81,0.18977
BR,"Broadridge Financial Solutions,",Technology,29655883776,253.69,252.35,256.0,250.58,2012693,593467,0.955,37.965412,27.002138,12.420426,257.65,206.29,1.39,0.33918
BRO,"Brown & Brown, Inc.",Financial Services,33832628224,103.38,104.1,104.0,102.47,3503323,3212226,0.82,28.573818,25.080685,4.3160686,125.68,97.85,0.58,0.16519
BF-B,Brown Forman Inc,Consumer Defensive,14297425920,30.96,30.65,30.855,30.23,3120824,4721634,0.55,16.47826,15.957894,3.5890152,49.89,25.53,2.93,0.23142
BLDR,"Builders FirstSource, Inc.",Industrials,14989150208,136.46,136.0,138.445,134.57,1630768,2229726,1.695,17.366198,11.642061,3.5263376,203.14,102.6,,0.19621
BG,Bunge Limited,Consumer Defensive,15341302784,77.27,77.25,77.18,76.19,1069349,1913455,0.653,9.845956,8.247312,0.9745003,114.82,67.4,3.62,0.09861
BXP,"BXP, Inc.",Real Estate,12301313024,71.8,71.53,71.615,69.51,959960,1560377,1.174,,37.21925,2.0713053,90.11,54.22,5.46,0.008
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,12050009088,102.71,102.26,102.75,101.24,1035786,1197670,0.897,24.221956,21.321426,6.959473,114.82,84.68,2.41,0.3211
CDNS,"Cadence Design Systems, Inc.",Technology,91130494976,332.19,334.0,334.9999,328.47,2585041,1868554,0.988,84.4962,48.72409,19.079632,335.16,221.56,,0.25921
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,6118418432,29.56,29.57,30.2,29.04,5935738,5117145,2.298,,21.955223,1.5388639,45.93,21.4,,-0.03767
CPT,Camden Property Trust,Real Estate,11990428672,113.54,113.49,113.515,112.18,576542,935572,0.78,102.9633,69.27778,2.647496,127.69,102.35,3.74,0.025999999
CPB,The Campbell's Company,Consumer Defensive,9611711488,32.66,32.47,32.52,31.94,4515915,4991470,0.08,21.493334,9.454546,2.4824824,52.81,29.39,4.78,0.1166
COF,Capital One Financial Corporati,Financial Services,136968110080,212.85,213.05,216.09,212.26,4118642,4579547,1.149,594.9444,13.676884,1.2976753,232.45,128.23,1.13,0.00013
CAH,"Cardinal Health, Inc.",Healthcare,37312372736,157.14,157.11,157.11,155.105,1226006,2247278,0.689,24.426563,18.09375,-12.673693,168.44,96.05,1.3,
KMX,CarMax Inc,Consumer Cyclical,9043338240,60.72,60.88,61.39,60.08,1718089,3452573,1.379,16.646408,15.984084,1.4433187,91.25,59.96,,0.08969
CCL,Carnival Corporation,Consumer Cyclical,40310308864,29.75,29.83,29.88,29.485,13021412,24208393,2.609,15.565445,17.284883,3.897994,31.01,13.78,,0.30021998
CARR,Carrier Global Corporation,Industrials,68396908544,80.73,80.92,81.09,80.03,6047532,4834622,1.312,53.453335,26.375,4.976415,83.32,54.22,1.11,0.11125
CAT,"Caterpillar, Inc.",Industrials,203999166464,433.75,431.25,436.36,431.12,1898635,2551693,1.38,21.139648,19.545824,11.287707,436.4,267.3,1.39,0.55646
CBOE,"Cboe Global Markets, Inc.",Financial Services,25292378112,246.51,247.73,247.515,241.0,928030,846845,0.424,31.698162,26.311544,5.6823583,248.79,181.32,1.02,0.19018
CBRE,CBRE Group Inc,Real Estate,43690266624,147.57,147.19,148.5,146.36,1746488,1563378,1.304,44.682926,24.426666,5.222535,148.5,105.17,,0.11921
CDW,CDW Corporation,Technology,23937699840,181.14,181.73,182.9,181.558,528945,1140765,0.927,22.497524,17.96245,10.3055725,237.48,137.31,1.38,0.48707
COR,"Cencora, Inc.",Healthcare,55472148480,290.36,290.94,290.94,284.1,816447,1420860,0.568,33.086708,17.493887,54.75416,309.35,218.65,0.76,1.4178
CNC,Centene Corporation,Healthcare,13191832576,28.39,28.16,28.37,26.82,21358761,11790896,0.442,6.519418,3.815341,0.4813448,80.59,26.25,,0.07442
CNP,"CenterPoint Energy, Inc (Holdin",Utilities,24351864832,38.36,37.75,38.11,37.22,11457070,5482452,0.562,26.083916,21.43678,2.2098465,39.31,25.41,2.29,0.08759
CF,"CF Industries Holdings, Inc.",Basic Materials,14990785536,93.3,93.79,93.66,91.8081,931011,2808265,0.941,12.239418,14.972492,3.1873922,104.45,67.34,2.14,0.20794001
CRL,Charles River Laboratories Inte,Healthcare,8791219200,176.93,175.86,180.44,175.21,729516,1016380,1.498,,17.41148,2.7520833,254.15,91.86,,-0.00671
SCHW,Charles Schwab Corporation (The,Financial Services,177899536384,97.06,97.09,98.08,96.9,5851458,8050739,0.926,26.319893,25.76579,4.409765,98.28,61.15,1.11,
CHTR,"Charter Communications, Inc.",Communication Services,40740999168,309.75,309.32,309.4,296.37,4008040,1475640,1.078,8.167305,8.336222,2.5134828,437.06,296.37,,0.32652
CVX,Chevron Corporation,Energy,317753163776,154.84,155.4,156.545,154.9484,6745709,10304526,0.803,17.86057,14.155797,1.8287345,168.96,132.04,4.42,0.10079
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,60151877632,46.76,46.56,46.61,44.86,31932946,14045685,1.079,39.699116,34.244278,17.057034,66.74,44.46,,0.42593
CB,Chubb Limited,Financial Services,106039836672,269.15,268.77,269.495,264.5301,2296316,1725129,0.537,11.738305,11.265988,1.5280633,306.91,252.16,1.44,0.13627
CHD,"Church & Dwight Company, Inc.",Consumer Defensive,23563782144,97.23,96.83,97.2,95.59,2583007,2355237,0.501,41.06438,25.651474,5.176649,116.46,90.99,1.21,0.13354999
CI,The Cigna Group,Healthcare,78109949952,296.37,294.69,296.015,290.92,1193453,1788768,0.454,16.307306,9.335568,1.9618225,370.83,262.03,2.04,0.13206
CINF,Cincinnati Financial Corporatio,Financial Services,22992318464,149.4,149.24,149.525,147.07,702645,544849,0.768,16.04144,20.068214,1.6760287,161.75,123.02,2.33,0.10974
CTAS,Cintas Corporation,Industrials,88801681408,223.56,222.13,222.4599,220.09,938099,1445485,1.042,50.086365,47.089745,18.955788,229.24,180.78,0.7,0.40269002
CSCO,"Cisco Systems, Inc.",Technology,268963184640,68.69,67.768,67.96,67.37,20550401,19768275,0.899,27.722448,17.415384,5.855172,69.78,44.5,2.39,0.21356001
C,"Citigroup, Inc.",Financial Services,176855400448,96.07,96.07,96.2,95.07,19366801,13784780,1.329,14.1765585,13.289291,0.89346665,96.91,53.51,2.5,0.06759
CFG,"Citizens Financial Group, Inc.",Financial Services,21348495360,49.49,49.45,49.6,49.07,2489700,5082524,1.089,15.039635,12.746771,0.9233333,49.98,32.6,3.39,0.064840004
CLX,Clorox Company (The),Consumer Defensive,15682711552,130.81,130.41,130.41,127.24,1717979,1800214,0.504,22.843805,17.454046,581.0046,171.37,117.35,3.73,3.18652
CME,CME Group Inc.,Financial Services,98787360768,279.55,277.91,279.675,273.855,2233226,2354173,0.455,26.510637,26.433945,3.554092,290.79,193.25,1.79,0.13612
CMS,CMS Energy Corporation,Utilities,21339504640,72.78,72.49,72.49,71.33,1229377,2332659,0.37,21.106506,19.927374,2.630725,76.45,63.43,2.98,0.11234
KO,Coca-Cola Company (The),Consumer Defensive,293036851200,69.17,68.74,68.895,68.06,11533225,15840491,0.45,24.14539,22.925924,10.252974,74.38,60.62,2.95,0.42369998
CTSH,Cognizant Technology Solutions ,Technology,37177683968,76.67,76.655,76.8,75.27,3184141,3440086,0.952,15.877894,15.114229,2.4956155,90.82,65.52,1.62,0.16605
COIN,"Coinbase Global, Inc.",Financial Services,96657997824,391.66,391.9,395.39,375.26,11005151,14554350,3.712,71.198875,106.29972,9.229291,444.65,142.58,,0.15841
CL,Colgate-Palmolive Company,Consumer Defensive,70077014016,87.93,87.8,87.88,86.38,4714165,4851354,0.371,24.49575,22.401556,193.0134,109.3,85.32,2.37,4.51259
CMCSA,Comcast Corporation,Communication Services,125190963200,33.68,34.14,33.75,33.305,17656781,19821578,0.947,8.25862,7.6552505,1.4490687,45.31,31.44,3.92,0.18049
CAG,"ConAgra Brands, Inc.",Consumer Defensive,9166906368,19.21,19.07,19.43,18.955,10822899,8916329,0.107,8.0,7.1375465,1.0260795,33.24,18.67,7.29,0.13214
COP,ConocoPhillips,Energy,122479009792,94.95,95.69,97.32,95.69,3753433,7890383,0.623,12.296577,12.082191,1.8774309,116.08,79.88,3.29,0.1666
ED,"Consolidated Edison, Inc.",Utilities,36382691328,102.26,101.88,101.935,100.4744,1377232,2733745,0.242,18.665436,17.967972,1.5285177,114.87,87.28,3.32,0.08331
STZ,"Constellation Brands, Inc.",Consumer Defensive,30433003520,175.52,174.25,175.31,171.715,1315058,2164542,0.664,,11.37772,4.197573,261.06,159.35,2.32,-0.0442
CEG,Constellation Energy Corporatio,Utilities,103007633408,327.35,322.48,331.9999,322.5,1691175,2940126,1.141,34.632244,36.72179,7.9497848,352.0,155.6,0.47,0.23974001
COO,"The Cooper Companies, Inc.",Healthcare,14546493440,74.59,74.35,74.375,72.85,947010,2672545,0.987,35.222225,17.8701,1.7550491,112.38,65.0,,0.05148
CPRT,"Copart, Inc.",Industrials,44556410880,46.69,46.7,46.76,46.02,4628505,7092965,1.071,30.516558,26.48276,5.0732136,64.38,45.52,,0.18441999
GLW,Corning Incorporated,Technology,47457054720,55.36,55.55,55.5699,54.92,4983866,4578618,1.097,106.55769,23.987013,4.1882086,56.25,37.18,2.02,0.048660003
CPAY,"Corpay, Inc.",Technology,23506728960,335.87,336.72,338.8899,333.38,190245,493301,0.957,23.417135,15.034265,6.8039174,400.81,265.06,,0.30040002
CTVA,"Corteva, Inc.",Basic Materials,49389109248,73.43,73.23,73.23,72.27,1677690,3942436,0.755,43.61446,22.554518,2.0362818,77.41,50.3,0.93,0.04659
CSGP,"CoStar Group, Inc.",Real Estate,39551963136,92.97,92.86,93.67,92.52,2619073,3073767,0.89,359.07693,83.35714,4.594262,93.75,68.26,,0.01303
COST,Costco Wholesale Corporation,Consumer Defensive,414203084800,935.486,935.5,940.241,930.89,1696239,2058550,0.961,53.097782,47.45884,15.271505,1078.23,793.0,0.56,0.3208
CTRA,Coterra Energy Inc.,Energy,18173243392,23.63,23.85,23.91,23.66,4766021,7566026,0.331,13.923976,10.218884,1.2788699,29.95,22.3,3.72,0.09404001
CRWD,"CrowdStrike Holdings, Inc.",Technology,117689917440,467.92,462.15,476.57,468.0,1803481,3478511,1.157,,110.580795,34.080116,517.98,200.81,,-0.05738
CCI,Crown Castle Inc.,Real Estate,47377940480,111.48,110.88,111.43,108.535,4044201,3100914,0.898,,40.597015,-34.246143,120.92,84.2,3.81,-1.83279
CSX,CSX Corporation,Industrials,66573438976,35.76,35.755,36.16,35.51,21187050,15945511,1.23,21.907974,17.591133,5.3812537,37.1,26.22,1.45,0.24819
CMI,Cummins Inc.,Industrials,51065782272,369.52,369.66,371.46,366.07,805853,816267,1.019,18.270084,16.460924,4.674653,387.9,260.02,2.16,0.26187
CVS,CVS Health Corporation,Healthcare,75445796864,60.7,60.56,61.13,59.3509,7278078,8485945,0.576,14.23389,9.203704,0.97837853,72.51,43.56,4.38,0.06934
DHR,Danaher Corporation,Healthcare,145315594240,205.48,204.2,206.0375,202.23,5155074,3983383,0.801,43.087048,24.217184,2.7761211,281.7,171.0,0.62,0.06676
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,23770775552,204.48,204.55,204.32,201.945,780817,1516239,0.737,22.898535,19.2339,10.284571,228.27,140.1,2.93,0.46159
DDOG,"Datadog, Inc.",Technology,52068872192,149.84,150.93,151.65,149.69,2535048,6811167,1.026,327.76086,74.27094,17.829943,170.08,81.63,,0.06476
DVA,DaVita Inc.,Healthcare,10982093824,145.17,145.0,146.195,144.3239,440209,807767,1.106,14.42999,12.893522,-42.045715,179.6,131.76,,0.54794
DAY,"Dayforce, Inc.",Technology,9426583552,60.0,60.27,60.435,58.96,1203284,1865003,1.087,368.5,26.678732,3.6392815,82.69,48.005,,0.01031
DECK,Deckers Outdoor Corporation,Consumer Cyclical,16795112448,116.85,118.5,119.2,111.485,6274648,3886586,0.991,17.264208,17.671383,6.8024454,223.98,93.72,,0.43578997
DE,Deere & Company,Industrials,138270720000,517.38,516.42,516.305,509.0482,706188,1201396,1.085,24.66425,23.028868,5.6932096,533.78,340.2,1.25,0.23912
DELL,Dell Technologies Inc.,Technology,90540498944,131.22,131.95,133.9,131.1557,4145488,5851263,1.098,20.981192,14.240426,-30.230352,147.66,66.25,1.6,
DAL,"Delta Air Lines, Inc.",Industrials,36310437888,54.86,54.99,55.685,54.65,5562058,10845686,1.491,8.082849,7.9216523,2.068209,69.98,34.74,1.37,0.30074
DVN,Devon Energy Corporation,Energy,21889187840,32.94,33.34,34.12,33.31,7068922,8074855,1.06,7.765376,7.643498,1.509409,47.44,25.89,2.91,0.20963
DXCM,"DexCom, Inc.",Healthcare,35105341440,88.99,88.7,89.76,88.63,2698449,3496083,1.448,67.31579,44.103447,15.486939,93.25,57.52,,0.23716
FANG,"Diamondback Energy, Inc.",Energy,43977129984,144.61,145.51,150.87,145.99,1653111,2271791,1.024,9.360697,10.281421,1.1239715,203.98,114.0,3.62,0.14668
DLR,"Digital Realty Trust, Inc.",Real Estate,60925812736,177.91,177.08,179.0575,175.689,1198512,1730022,0.968,46.120735,145.22314,2.69625,198.0,129.95,2.74,0.05835
DG,Dollar General Corporation,Consumer Defensive,23285712896,107.56,107.03,107.055,104.7,2235513,3410659,0.315,20.192749,17.011253,3.0226245,126.98,66.43,2.19,0.15695
DLTR,"Dollar Tree, Inc.",Consumer Defensive,24089780224,114.41,114.63,115.81,114.04,4443766,3874544,0.862,22.767258,19.047855,6.2122602,115.99,60.49,,0.19404
D,"Dominion Energy, Inc.",Utilities,49461874688,58.75,58.6,58.69,57.825,2907800,5633660,0.551,22.393824,17.159763,1.8758692,61.97,48.07,4.54,0.07719
DPZ,Domino's Pizza Inc,Consumer Cyclical,16102642688,485.53,486.0,486.6757,471.32,732354,611372,1.093,27.512762,26.88889,-4.2019844,500.55,396.06,1.43,
DASH,"DoorDash, Inc.",Consumer Cyclical,104427470848,249.92,249.95,250.71,244.02,2130384,4101531,1.703,308.05,138.44945,12.444579,250.71,105.34,,0.04336
DOV,Dover Corporation,Industrials,25360189440,186.5,187.0,186.96,184.57,1094126,1025062,1.259,23.831184,19.652496,3.408031,222.31,143.04,1.1,0.16722
DOW,Dow Inc.,Basic Materials,18224379904,25.51,25.33,26.13,24.92,15987869,12235967,0.857,,8.266881,1.0576329,55.67,24.37,5.49,-0.04739
DHI,"D.R. Horton, Inc.",Consumer Cyclical,43585728512,145.32,144.74,147.125,144.02,2497555,3780296,1.377,11.752412,9.177651,1.8170745,199.85,110.44,1.1,0.16098
DTE,DTE Energy Company,Utilities,28502323200,139.43,139.17,139.205,137.1,1298369,1409345,0.438,18.560812,19.04993,2.3909411,140.39,115.59,3.13,0.13295999
DUK,Duke Energy Corporation (Holdin,Utilities,91405426688,119.93,119.63,119.91,117.45,2355755,3126526,0.353,19.502487,18.548895,1.8386492,125.27,105.2,3.55,0.09478
DD,"DuPont de Nemours, Inc.",Basic Materials,31412535296,75.77,75.82,75.82,74.685,1623099,2744265,1.024,2502.0,17.09795,1.3756827,90.06,53.77,2.16,0.00199
EMN,Eastman Chemical Company,Basic Materials,8856936448,78.31,78.0,78.37,76.54,769201,1747773,1.235,9.771975,8.817242,1.5079318,114.5,70.9,4.24,0.16032
ETN,"Eaton Corporation, PLC",Industrials,153686999040,392.17,399.56,398.37,391.56,2333147,2260204,1.156,39.592743,32.594193,8.304648,399.56,231.85,1.06,0.20812
EBAY,eBay Inc.,Consumer Cyclical,36406677504,81.43,81.27,81.28,78.46,9334161,5392878,1.249,18.990385,15.1341,7.389393,83.53,53.74,1.42,0.36479
ECL,Ecolab Inc.,Basic Materials,76545671168,271.75,270.97,272.07,269.08,1757928,1208431,1.035,36.783375,35.998665,11.509506,274.17,220.96,0.96,0.24774
EIX,Edison International,Utilities,20111613952,52.95,52.78,53.17,52.15,3801363,3747298,0.754,7.3932104,9.170176,1.3428389,88.77,47.73,6.25,0.15001
EW,Edwards Lifesciences Corporatio,Healthcare,46042230784,80.0,80.45,80.73,78.37,5066460,4333408,1.109,32.841003,32.03673,4.542508,83.0,59.41,,
EA,Electronic Arts Inc.,Communication Services,38190833664,151.68,151.055,152.88,150.97,2958914,2991698,0.733,35.762356,17.818289,6.0051365,168.5,115.21,0.5,0.16131
ELV,"Elevance Health, Inc.",Healthcare,64396406784,289.1,288.78,291.5,283.5,2468790,2166396,0.612,12.1383705,8.182547,1.4706215,567.26,274.4,2.37,0.124180004
EMR,Emerson Electric Company,Industrials,84082491392,149.63,149.51,149.83,148.755,1883972,2968686,1.283,43.20231,23.651897,4.3682055,149.84,90.06,1.41,0.08335
ENPH,"Enphase Energy, Inc.",Technology,4569747456,35.41,35.79,35.9499,34.52,6534631,9124618,1.666,27.093025,9.54918,5.188539,130.08,33.01,,0.19795
ETR,Entergy Corporation,Utilities,38688317440,88.16,88.17,88.295,86.49,2295638,2817134,0.573,28.05178,11.198967,2.4589374,89.35,56.98,2.72,0.08853
EOG,"EOG Resources, Inc.",Energy,66394988544,118.39,119.74,121.72,119.51,1734201,3787137,0.776,11.263888,10.999096,2.2718782,138.18,102.52,3.45,0.20899999
EPAM,"EPAM Systems, Inc.",Technology,9594700800,170.74,170.95,172.13,169.025,293434,785573,1.701,23.686712,15.134943,2.632757,269.0,138.15,,0.11568
EQT,EQT Corporation,Energy,32394799104,52.19,52.55,52.7538,51.07,8139952,8270777,0.654,27.321053,20.599207,1.4509727,61.02,30.02,1.21,0.06473
EFX,"Equifax, Inc.",Industrials,29684316160,246.26,245.54,247.0499,240.39,853426,946696,1.604,47.060547,25.60574,5.8448963,309.63,199.98,0.81,0.12761
EQIX,"Equinix, Inc.",Real Estate,77631111168,801.43,791.32,805.08,791.72,578094,648967,0.915,83.18868,59.3139,5.589385,994.03,701.41,2.34,0.07059
EQR,Equity Residential,Real Estate,25928366080,67.37,67.45,67.45,66.11,1149839,1949818,0.897,25.270992,39.177513,2.2800372,78.83,59.41,4.11,0.08901
ERIE,Erie Indemnity Company,Financial Services,18489708544,355.7,368.29,357.21,353.55,110354,142493,0.34,30.119251,26.388062,8.9437475,547.0,332.34,1.54,0.3238
